20150101 234900;1.205270;1.205360;1.205200;1.205210;0
20150101 235000;1.205220;1.205260;1.205220;1.205260;0
20150101 235100;1.205240;1.205370;1.205240;1.205360;0
20150101 235200;1.205370;1.205420;1.205370;1.205380;0
20150101 235300;1.205360;1.205360;1.205360;1.205360;0
20150101 235400;1.205380;1.205380;1.205200;1.205220;0
20150101 235500;1.205240;1.205260;1.205240;1.205260;0
20150101 235600;1.205230;1.205320;1.205200;1.205200;0
20150101 235700;1.205180;1.205250;1.205150;1.205250;0
20150101 235800;1.205250;1.205350;1.205250;1.205290;0
20150101 235900;1.205270;1.205290;1.205260;1.205280;0
20150102 000000;1.205270;1.205270;1.205230;1.205260;0
20150102 000100;1.205280;1.205280;1.205200;1.205230;0
20150102 000200;1.205250;1.205270;1.205250;1.205270;0
20150102 000300;1.205250;1.205280;1.205250;1.205280;0
20150102 000400;1.205300;1.205300;1.205300;1.205300;0
20150102 000500;1.205290;1.205350;1.205260;1.205290;0
20150102 000600;1.205310;1.205330;1.205280;1.205280;0
20150102 000700;1.205270;1.205280;1.204950;1.204950;0
20150102 000800;1.204920;1.204920;1.204610;1.204760;0
20150102 000900;1.204780;1.204860;1.204730;1.204860;0
20150102 001000;1.204840;1.204880;1.204840;1.204880;0
20150102 001100;1.204910;1.204920;1.204860;1.204860;0
20150102 001200;1.204840;1.204940;1.204800;1.204810;0
20150102 001300;1.204810;1.204860;1.204740;1.204770;0
20150102 001400;1.204740;1.204930;1.204740;1.204930;0
20150102 001500;1.204930;1.205110;1.204920;1.205110;0
20150102 001600;1.205130;1.205260;1.205130;1.205260;0
20150102 001700;1.205310;1.205400;1.205280;1.205300;0
20150102 001800;1.205290;1.205370;1.205230;1.205240;0
20150102 001900;1.205240;1.205270;1.205210;1.205210;0
20150102 002000;1.205240;1.205360;1.205240;1.205280;0
20150102 002100;1.205280;1.205330;1.205270;1.205290;0
20150102 002200;1.205290;1.205360;1.205280;1.205350;0
20150102 002300;1.205360;1.205390;1.205320;1.205380;0
20150102 002400;1.205400;1.205450;1.205370;1.205390;0
20150102 002500;1.205400;1.205420;1.205270;1.205410;0
20150102 002600;1.205410;1.205560;1.205410;1.205560;0
